path,true_char,cnn_read,correct,field,position,panel
8\cap_20260418_173435_418__mass__p0__cnn-8__ok.png,8,8,True,mass,0,cap_20260418_173435_418.png
5\cap_20260418_173435_418__mass__p1__cnn-5__ok.png,5,5,True,mass,1,cap_20260418_173435_418.png
9\cap_20260418_173435_418__mass__p2__cnn-9__ok.png,9,9,True,mass,2,cap_20260418_173435_418.png
0\cap_20260418_173435_418__mass__p3__cnn-0__ok.png,0,0,True,mass,3,cap_20260418_173435_418.png
6\cap_20260418_173435_418__resistance__p0__cnn-6__ok.png,6,6,True,resistance,0,cap_20260418_173435_418.png
0\cap_20260418_173435_418__resistance__p1__cnn-0__ok.png,0,0,True,resistance,1,cap_20260418_173435_418.png
pct\cap_20260418_173435_418__resistance__p2__cnn-pct__ok.png,%,%,True,resistance,2,cap_20260418_173435_418.png
1\cap_20260418_173435_418__instability__p0__cnn-1__ok.png,1,1,True,instability,0,cap_20260418_173435_418.png
9\cap_20260418_173435_418__instability__p1__cnn-9__ok.png,9,9,True,instability,1,cap_20260418_173435_418.png
8\cap_20260418_173435_418__instability__p2__cnn-8__ok.png,8,8,True,instability,2,cap_20260418_173435_418.png
dot\cap_20260418_173435_418__instability__p3__cnn-dot__ok.png,.,.,True,instability,3,cap_20260418_173435_418.png
3\cap_20260418_173435_418__instability__p4__cnn-3__ok.png,3,3,True,instability,4,cap_20260418_173435_418.png
5\cap_20260418_173435_418__instability__p5__cnn-5__ok.png,5,5,True,instability,5,cap_20260418_173435_418.png
3\cap_20260418_173452_062__mass__p0__cnn-3__ok.png,3,3,True,mass,0,cap_20260418_173452_062.png
6\cap_20260418_173452_062__mass__p1__cnn-6__ok.png,6,6,True,mass,1,cap_20260418_173452_062.png
9\cap_20260418_173452_062__mass__p2__cnn-9__ok.png,9,9,True,mass,2,cap_20260418_173452_062.png
4\cap_20260418_173452_062__mass__p3__cnn-4__ok.png,4,4,True,mass,3,cap_20260418_173452_062.png
4\cap_20260418_173452_062__resistance__p0__cnn-4__ok.png,4,4,True,resistance,0,cap_20260418_173452_062.png
7\cap_20260418_173452_062__resistance__p1__cnn-7__ok.png,7,7,True,resistance,1,cap_20260418_173452_062.png
pct\cap_20260418_173452_062__resistance__p2__cnn-pct__ok.png,%,%,True,resistance,2,cap_20260418_173452_062.png
4\cap_20260418_173454_203__resistance__p0__cnn-4__ok.png,4,4,True,resistance,0,cap_20260418_173454_203.png
7\cap_20260418_173454_203__resistance__p1__cnn-7__ok.png,7,7,True,resistance,1,cap_20260418_173454_203.png
pct\cap_20260418_173454_203__resistance__p2__cnn-pct__ok.png,%,%,True,resistance,2,cap_20260418_173454_203.png
2\cap_20260418_173641_498__mass__p0__cnn-2__ok.png,2,2,True,mass,0,cap_20260418_173641_498.png
9\cap_20260418_173641_498__mass__p1__cnn-9__ok.png,9,9,True,mass,1,cap_20260418_173641_498.png
0\cap_20260418_173641_498__mass__p2__cnn-0__ok.png,0,0,True,mass,2,cap_20260418_173641_498.png
4\cap_20260418_173641_498__mass__p3__cnn-4__ok.png,4,4,True,mass,3,cap_20260418_173641_498.png
4\cap_20260418_173641_498__resistance__p0__cnn-4__ok.png,4,4,True,resistance,0,cap_20260418_173641_498.png
8\cap_20260418_173641_498__resistance__p1__cnn-8__ok.png,8,8,True,resistance,1,cap_20260418_173641_498.png
pct\cap_20260418_173641_498__resistance__p2__cnn-pct__ok.png,%,%,True,resistance,2,cap_20260418_173641_498.png
5\cap_20260418_173641_498__instability__p0__cnn-5__ok.png,5,5,True,instability,0,cap_20260418_173641_498.png
4\cap_20260418_173641_498__instability__p1__cnn-4__ok.png,4,4,True,instability,1,cap_20260418_173641_498.png
dot\cap_20260418_173641_498__instability__p2__cnn-dot__ok.png,.,.,True,instability,2,cap_20260418_173641_498.png
4\cap_20260418_173641_498__instability__p3__cnn-4__ok.png,4,4,True,instability,3,cap_20260418_173641_498.png
9\cap_20260418_173641_498__instability__p4__cnn-9__ok.png,9,9,True,instability,4,cap_20260418_173641_498.png
3\cap_20260418_173657_267__mass__p0__cnn-3__ok.png,3,3,True,mass,0,cap_20260418_173657_267.png
0\cap_20260418_173657_267__mass__p1__cnn-0__ok.png,0,0,True,mass,1,cap_20260418_173657_267.png
3\cap_20260418_173657_267__mass__p2__cnn-3__ok.png,3,3,True,mass,2,cap_20260418_173657_267.png
2\cap_20260418_173657_267__mass__p3__cnn-2__ok.png,2,2,True,mass,3,cap_20260418_173657_267.png
4\cap_20260418_173657_267__resistance__p0__cnn-4__ok.png,4,4,True,resistance,0,cap_20260418_173657_267.png
4\cap_20260418_173657_267__resistance__p1__cnn-4__ok.png,4,4,True,resistance,1,cap_20260418_173657_267.png
pct\cap_20260418_173657_267__resistance__p2__cnn-pct__ok.png,%,%,True,resistance,2,cap_20260418_173657_267.png
5\cap_20260418_173657_267__instability__p0__cnn-5__ok.png,5,5,True,instability,0,cap_20260418_173657_267.png
3\cap_20260418_173657_267__instability__p1__cnn-3__ok.png,3,3,True,instability,1,cap_20260418_173657_267.png
dot\cap_20260418_173657_267__instability__p2__cnn-dot__ok.png,.,.,True,instability,2,cap_20260418_173657_267.png
5\cap_20260418_173657_267__instability__p3__cnn-0__X.png,5,0,False,instability,3,cap_20260418_173657_267.png
0\cap_20260418_173657_267__instability__p4__cnn-5__X.png,0,5,False,instability,4,cap_20260418_173657_267.png
5\cap_20260418_173713_096__instability__p0__cnn-dot__X.png,5,.,False,instability,0,cap_20260418_173713_096.png
9\cap_20260418_173713_096__instability__p1__cnn-dot__X.png,9,.,False,instability,1,cap_20260418_173713_096.png
dot\cap_20260418_173713_096__instability__p2__cnn-3__X.png,.,3,False,instability,2,cap_20260418_173713_096.png
1\cap_20260418_173713_096__instability__p3__cnn-9__X.png,1,9,False,instability,3,cap_20260418_173713_096.png
0\cap_20260418_173713_096__instability__p4__cnn-dot__X.png,0,.,False,instability,4,cap_20260418_173713_096.png
2\cap_20260418_173715_878__mass__p0__cnn-2__ok.png,2,2,True,mass,0,cap_20260418_173715_878.png
6\cap_20260418_173715_878__mass__p1__cnn-6__ok.png,6,6,True,mass,1,cap_20260418_173715_878.png
9\cap_20260418_173715_878__mass__p2__cnn-9__ok.png,9,9,True,mass,2,cap_20260418_173715_878.png
1\cap_20260418_173715_878__mass__p3__cnn-1__ok.png,1,1,True,mass,3,cap_20260418_173715_878.png
5\cap_20260418_173715_878__resistance__p0__cnn-5__ok.png,5,5,True,resistance,0,cap_20260418_173715_878.png
6\cap_20260418_173715_878__resistance__p1__cnn-6__ok.png,6,6,True,resistance,1,cap_20260418_173715_878.png
pct\cap_20260418_173715_878__resistance__p2__cnn-pct__ok.png,%,%,True,resistance,2,cap_20260418_173715_878.png
5\cap_20260418_173715_878__instability__p0__cnn-5__ok.png,5,5,True,instability,0,cap_20260418_173715_878.png
9\cap_20260418_173715_878__instability__p1__cnn-9__ok.png,9,9,True,instability,1,cap_20260418_173715_878.png
dot\cap_20260418_173715_878__instability__p2__cnn-dot__ok.png,.,.,True,instability,2,cap_20260418_173715_878.png
1\cap_20260418_173715_878__instability__p3__cnn-1__ok.png,1,1,True,instability,3,cap_20260418_173715_878.png
0\cap_20260418_173715_878__instability__p4__cnn-0__ok.png,0,0,True,instability,4,cap_20260418_173715_878.png
2\cap_20260418_173815_710__mass__p0__cnn-2__ok.png,2,2,True,mass,0,cap_20260418_173815_710.png
5\cap_20260418_173815_710__mass__p1__cnn-5__ok.png,5,5,True,mass,1,cap_20260418_173815_710.png
9\cap_20260418_173815_710__mass__p2__cnn-9__ok.png,9,9,True,mass,2,cap_20260418_173815_710.png
1\cap_20260418_173815_710__mass__p3__cnn-1__ok.png,1,1,True,mass,3,cap_20260418_173815_710.png
9\cap_20260418_173815_710__mass__p4__cnn-9__ok.png,9,9,True,mass,4,cap_20260418_173815_710.png
9\cap_20260418_173815_710__resistance__p0__cnn-0__X.png,9,0,False,resistance,0,cap_20260418_173815_710.png
pct\cap_20260418_173815_710__resistance__p1__cnn-pct__ok.png,%,%,True,resistance,1,cap_20260418_173815_710.png
3\cap_20260418_173815_710__instability__p0__cnn-3__ok.png,3,3,True,instability,0,cap_20260418_173815_710.png
1\cap_20260418_173815_710__instability__p1__cnn-1__ok.png,1,1,True,instability,1,cap_20260418_173815_710.png
dot\cap_20260418_173815_710__instability__p2__cnn-dot__ok.png,.,.,True,instability,2,cap_20260418_173815_710.png
2\cap_20260418_173815_710__instability__p3__cnn-2__ok.png,2,2,True,instability,3,cap_20260418_173815_710.png
1\cap_20260418_173815_710__instability__p4__cnn-1__ok.png,1,1,True,instability,4,cap_20260418_173815_710.png
7\cap_20260418_173826_484__mass__p0__cnn-7__ok.png,7,7,True,mass,0,cap_20260418_173826_484.png
2\cap_20260418_173826_484__mass__p1__cnn-2__ok.png,2,2,True,mass,1,cap_20260418_173826_484.png
6\cap_20260418_173826_484__mass__p2__cnn-6__ok.png,6,6,True,mass,2,cap_20260418_173826_484.png
0\cap_20260418_173826_484__mass__p3__cnn-0__ok.png,0,0,True,mass,3,cap_20260418_173826_484.png
8\cap_20260418_173826_484__instability__p0__cnn-8__ok.png,8,8,True,instability,0,cap_20260418_173826_484.png
dot\cap_20260418_173826_484__instability__p1__cnn-dot__ok.png,.,.,True,instability,1,cap_20260418_173826_484.png
0\cap_20260418_173826_484__instability__p2__cnn-0__ok.png,0,0,True,instability,2,cap_20260418_173826_484.png
1\cap_20260418_173826_484__instability__p3__cnn-1__ok.png,1,1,True,instability,3,cap_20260418_173826_484.png
7\cap_20260418_173830_446__mass__p0__cnn-7__ok.png,7,7,True,mass,0,cap_20260418_173830_446.png
2\cap_20260418_173830_446__mass__p1__cnn-2__ok.png,2,2,True,mass,1,cap_20260418_173830_446.png
6\cap_20260418_173830_446__mass__p2__cnn-6__ok.png,6,6,True,mass,2,cap_20260418_173830_446.png
0\cap_20260418_173830_446__mass__p3__cnn-0__ok.png,0,0,True,mass,3,cap_20260418_173830_446.png
8\cap_20260418_173845_011__mass__p0__cnn-8__ok.png,8,8,True,mass,0,cap_20260418_173845_011.png
6\cap_20260418_173845_011__mass__p1__cnn-6__ok.png,6,6,True,mass,1,cap_20260418_173845_011.png
4\cap_20260418_173845_011__mass__p2__cnn-4__ok.png,4,4,True,mass,2,cap_20260418_173845_011.png
2\cap_20260418_173845_011__mass__p3__cnn-2__ok.png,2,2,True,mass,3,cap_20260418_173845_011.png
1\cap_20260418_173845_011__instability__p0__cnn-1__ok.png,1,1,True,instability,0,cap_20260418_173845_011.png
0\cap_20260418_173845_011__instability__p1__cnn-0__ok.png,0,0,True,instability,1,cap_20260418_173845_011.png
dot\cap_20260418_173845_011__instability__p2__cnn-dot__ok.png,.,.,True,instability,2,cap_20260418_173845_011.png
5\cap_20260418_173845_011__instability__p3__cnn-5__ok.png,5,5,True,instability,3,cap_20260418_173845_011.png
8\cap_20260418_173845_011__instability__p4__cnn-8__ok.png,8,8,True,instability,4,cap_20260418_173845_011.png
8\cap_20260418_173847_978__mass__p0__cnn-8__ok.png,8,8,True,mass,0,cap_20260418_173847_978.png
6\cap_20260418_173847_978__mass__p1__cnn-6__ok.png,6,6,True,mass,1,cap_20260418_173847_978.png
4\cap_20260418_173847_978__mass__p2__cnn-4__ok.png,4,4,True,mass,2,cap_20260418_173847_978.png
2\cap_20260418_173847_978__mass__p3__cnn-2__ok.png,2,2,True,mass,3,cap_20260418_173847_978.png
1\cap_20260418_173847_978__instability__p0__cnn-1__ok.png,1,1,True,instability,0,cap_20260418_173847_978.png
0\cap_20260418_173847_978__instability__p1__cnn-0__ok.png,0,0,True,instability,1,cap_20260418_173847_978.png
dot\cap_20260418_173847_978__instability__p2__cnn-dot__ok.png,.,.,True,instability,2,cap_20260418_173847_978.png
5\cap_20260418_173847_978__instability__p3__cnn-5__ok.png,5,5,True,instability,3,cap_20260418_173847_978.png
8\cap_20260418_173847_978__instability__p4__cnn-8__ok.png,8,8,True,instability,4,cap_20260418_173847_978.png
1\cap_20260418_173856_523__mass__p0__cnn-dot__X.png,1,.,False,mass,0,cap_20260418_173856_523.png
3\cap_20260418_173856_523__mass__p1__cnn-3__ok.png,3,3,True,mass,1,cap_20260418_173856_523.png
5\cap_20260418_173856_523__mass__p2__cnn-5__ok.png,5,5,True,mass,2,cap_20260418_173856_523.png
2\cap_20260418_173856_523__mass__p3__cnn-2__ok.png,2,2,True,mass,3,cap_20260418_173856_523.png
9\cap_20260418_173856_523__mass__p4__cnn-9__ok.png,9,9,True,mass,4,cap_20260418_173856_523.png
1\cap_20260418_173856_523__instability__p0__cnn-1__ok.png,1,1,True,instability,0,cap_20260418_173856_523.png
6\cap_20260418_173856_523__instability__p1__cnn-6__ok.png,6,6,True,instability,1,cap_20260418_173856_523.png
dot\cap_20260418_173856_523__instability__p2__cnn-dot__ok.png,.,.,True,instability,2,cap_20260418_173856_523.png
2\cap_20260418_173856_523__instability__p3__cnn-2__ok.png,2,2,True,instability,3,cap_20260418_173856_523.png
6\cap_20260418_173856_523__instability__p4__cnn-6__ok.png,6,6,True,instability,4,cap_20260418_173856_523.png
1\cap_20260418_173858_693__mass__p0__cnn-dot__X.png,1,.,False,mass,0,cap_20260418_173858_693.png
3\cap_20260418_173858_693__mass__p1__cnn-3__ok.png,3,3,True,mass,1,cap_20260418_173858_693.png
5\cap_20260418_173858_693__mass__p2__cnn-5__ok.png,5,5,True,mass,2,cap_20260418_173858_693.png
2\cap_20260418_173858_693__mass__p3__cnn-2__ok.png,2,2,True,mass,3,cap_20260418_173858_693.png
9\cap_20260418_173858_693__mass__p4__cnn-9__ok.png,9,9,True,mass,4,cap_20260418_173858_693.png
1\cap_20260418_173922_235__mass__p0__cnn-1__ok.png,1,1,True,mass,0,cap_20260418_173922_235.png
2\cap_20260418_173922_235__mass__p1__cnn-2__ok.png,2,2,True,mass,1,cap_20260418_173922_235.png
9\cap_20260418_173922_235__mass__p2__cnn-9__ok.png,9,9,True,mass,2,cap_20260418_173922_235.png
9\cap_20260418_173922_235__mass__p3__cnn-9__ok.png,9,9,True,mass,3,cap_20260418_173922_235.png
1\cap_20260418_173922_235__mass__p4__cnn-1__ok.png,1,1,True,mass,4,cap_20260418_173922_235.png
1\cap_20260418_173922_235__instability__p0__cnn-1__ok.png,1,1,True,instability,0,cap_20260418_173922_235.png
5\cap_20260418_173922_235__instability__p1__cnn-5__ok.png,5,5,True,instability,1,cap_20260418_173922_235.png
dot\cap_20260418_173922_235__instability__p2__cnn-0__X.png,.,0,False,instability,2,cap_20260418_173922_235.png
4\cap_20260418_173922_235__instability__p3__cnn-4__ok.png,4,4,True,instability,3,cap_20260418_173922_235.png
2\cap_20260418_173922_235__instability__p4__cnn-2__ok.png,2,2,True,instability,4,cap_20260418_173922_235.png
1\cap_20260418_173924_578__mass__p0__cnn-1__ok.png,1,1,True,mass,0,cap_20260418_173924_578.png
2\cap_20260418_173924_578__mass__p1__cnn-2__ok.png,2,2,True,mass,1,cap_20260418_173924_578.png
9\cap_20260418_173924_578__mass__p2__cnn-9__ok.png,9,9,True,mass,2,cap_20260418_173924_578.png
9\cap_20260418_173924_578__mass__p3__cnn-9__ok.png,9,9,True,mass,3,cap_20260418_173924_578.png
1\cap_20260418_173924_578__mass__p4__cnn-1__ok.png,1,1,True,mass,4,cap_20260418_173924_578.png
1\cap_20260418_173924_578__instability__p0__cnn-1__ok.png,1,1,True,instability,0,cap_20260418_173924_578.png
5\cap_20260418_173924_578__instability__p1__cnn-5__ok.png,5,5,True,instability,1,cap_20260418_173924_578.png
dot\cap_20260418_173924_578__instability__p2__cnn-dot__ok.png,.,.,True,instability,2,cap_20260418_173924_578.png
4\cap_20260418_173924_578__instability__p3__cnn-4__ok.png,4,4,True,instability,3,cap_20260418_173924_578.png
2\cap_20260418_173924_578__instability__p4__cnn-2__ok.png,2,2,True,instability,4,cap_20260418_173924_578.png
7\cap_20260418_173935_313__mass__p0__cnn-7__ok.png,7,7,True,mass,0,cap_20260418_173935_313.png
2\cap_20260418_173935_313__mass__p1__cnn-2__ok.png,2,2,True,mass,1,cap_20260418_173935_313.png
6\cap_20260418_173935_313__mass__p2__cnn-6__ok.png,6,6,True,mass,2,cap_20260418_173935_313.png
0\cap_20260418_173935_313__mass__p3__cnn-0__ok.png,0,0,True,mass,3,cap_20260418_173935_313.png
8\cap_20260418_173935_313__instability__p0__cnn-8__ok.png,8,8,True,instability,0,cap_20260418_173935_313.png
dot\cap_20260418_173935_313__instability__p1__cnn-dot__ok.png,.,.,True,instability,1,cap_20260418_173935_313.png
0\cap_20260418_173935_313__instability__p2__cnn-0__ok.png,0,0,True,instability,2,cap_20260418_173935_313.png
1\cap_20260418_173935_313__instability__p3__cnn-1__ok.png,1,1,True,instability,3,cap_20260418_173935_313.png
7\cap_20260418_173936_463__mass__p0__cnn-7__ok.png,7,7,True,mass,0,cap_20260418_173936_463.png
2\cap_20260418_173936_463__mass__p1__cnn-2__ok.png,2,2,True,mass,1,cap_20260418_173936_463.png
6\cap_20260418_173936_463__mass__p2__cnn-6__ok.png,6,6,True,mass,2,cap_20260418_173936_463.png
0\cap_20260418_173936_463__mass__p3__cnn-0__ok.png,0,0,True,mass,3,cap_20260418_173936_463.png
8\cap_20260418_173936_463__instability__p0__cnn-8__ok.png,8,8,True,instability,0,cap_20260418_173936_463.png
dot\cap_20260418_173936_463__instability__p1__cnn-dot__ok.png,.,.,True,instability,1,cap_20260418_173936_463.png
0\cap_20260418_173936_463__instability__p2__cnn-0__ok.png,0,0,True,instability,2,cap_20260418_173936_463.png
1\cap_20260418_173936_463__instability__p3__cnn-1__ok.png,1,1,True,instability,3,cap_20260418_173936_463.png
7\cap_20260418_173937_302__mass__p0__cnn-7__ok.png,7,7,True,mass,0,cap_20260418_173937_302.png
2\cap_20260418_173937_302__mass__p1__cnn-2__ok.png,2,2,True,mass,1,cap_20260418_173937_302.png
6\cap_20260418_173937_302__mass__p2__cnn-6__ok.png,6,6,True,mass,2,cap_20260418_173937_302.png
0\cap_20260418_173937_302__mass__p3__cnn-0__ok.png,0,0,True,mass,3,cap_20260418_173937_302.png
7\cap_20260418_173937_862__mass__p0__cnn-7__ok.png,7,7,True,mass,0,cap_20260418_173937_862.png
2\cap_20260418_173937_862__mass__p1__cnn-2__ok.png,2,2,True,mass,1,cap_20260418_173937_862.png
6\cap_20260418_173937_862__mass__p2__cnn-6__ok.png,6,6,True,mass,2,cap_20260418_173937_862.png
0\cap_20260418_173937_862__mass__p3__cnn-0__ok.png,0,0,True,mass,3,cap_20260418_173937_862.png
8\cap_20260418_173937_862__instability__p0__cnn-8__ok.png,8,8,True,instability,0,cap_20260418_173937_862.png
dot\cap_20260418_173937_862__instability__p1__cnn-dot__ok.png,.,.,True,instability,1,cap_20260418_173937_862.png
0\cap_20260418_173937_862__instability__p2__cnn-0__ok.png,0,0,True,instability,2,cap_20260418_173937_862.png
1\cap_20260418_173937_862__instability__p3__cnn-1__ok.png,1,1,True,instability,3,cap_20260418_173937_862.png
7\cap_20260418_173938_397__mass__p0__cnn-7__ok.png,7,7,True,mass,0,cap_20260418_173938_397.png
3\cap_20260418_173938_397__mass__p1__cnn-2__X.png,3,2,False,mass,1,cap_20260418_173938_397.png
6\cap_20260418_173938_397__mass__p2__cnn-6__ok.png,6,6,True,mass,2,cap_20260418_173938_397.png
0\cap_20260418_173938_397__mass__p3__cnn-0__ok.png,0,0,True,mass,3,cap_20260418_173938_397.png
8\cap_20260418_173938_397__instability__p0__cnn-8__ok.png,8,8,True,instability,0,cap_20260418_173938_397.png
dot\cap_20260418_173938_397__instability__p1__cnn-dot__ok.png,.,.,True,instability,1,cap_20260418_173938_397.png
0\cap_20260418_173938_397__instability__p2__cnn-0__ok.png,0,0,True,instability,2,cap_20260418_173938_397.png
1\cap_20260418_173938_397__instability__p3__cnn-1__ok.png,1,1,True,instability,3,cap_20260418_173938_397.png
7\cap_20260418_173939_405__mass__p0__cnn-7__ok.png,7,7,True,mass,0,cap_20260418_173939_405.png
2\cap_20260418_173939_405__mass__p1__cnn-2__ok.png,2,2,True,mass,1,cap_20260418_173939_405.png
6\cap_20260418_173939_405__mass__p2__cnn-6__ok.png,6,6,True,mass,2,cap_20260418_173939_405.png
0\cap_20260418_173939_405__mass__p3__cnn-0__ok.png,0,0,True,mass,3,cap_20260418_173939_405.png
8\cap_20260418_173939_405__instability__p0__cnn-8__ok.png,8,8,True,instability,0,cap_20260418_173939_405.png
dot\cap_20260418_173939_405__instability__p1__cnn-dot__ok.png,.,.,True,instability,1,cap_20260418_173939_405.png
0\cap_20260418_173939_405__instability__p2__cnn-0__ok.png,0,0,True,instability,2,cap_20260418_173939_405.png
1\cap_20260418_173939_405__instability__p3__cnn-1__ok.png,1,1,True,instability,3,cap_20260418_173939_405.png
3\cap_20260418_090059_934__mass__p0__cnn-3__ok.png,3,3,True,mass,0,cap_20260418_090059_934.png
5\cap_20260418_090059_934__mass__p1__cnn-5__ok.png,5,5,True,mass,1,cap_20260418_090059_934.png
7\cap_20260418_090059_934__mass__p2__cnn-7__ok.png,7,7,True,mass,2,cap_20260418_090059_934.png
7\cap_20260418_090059_934__mass__p3__cnn-7__ok.png,7,7,True,mass,3,cap_20260418_090059_934.png
1\cap_20260418_090107_297__mass__p0__cnn-1__ok.png,1,1,True,mass,0,cap_20260418_090107_297.png
0\cap_20260418_090107_297__mass__p1__cnn-0__ok.png,0,0,True,mass,1,cap_20260418_090107_297.png
7\cap_20260418_090107_297__mass__p2__cnn-7__ok.png,7,7,True,mass,2,cap_20260418_090107_297.png
1\cap_20260418_090107_297__mass__p3__cnn-1__ok.png,1,1,True,mass,3,cap_20260418_090107_297.png
1\cap_20260418_090118_110__mass__p0__cnn-4__X.png,1,4,False,mass,0,cap_20260418_090118_110.png
8\cap_20260418_090118_110__mass__p1__cnn-8__ok.png,8,8,True,mass,1,cap_20260418_090118_110.png
3\cap_20260418_090118_110__mass__p2__cnn-3__ok.png,3,3,True,mass,2,cap_20260418_090118_110.png
3\cap_20260418_090118_110__mass__p3__cnn-3__ok.png,3,3,True,mass,3,cap_20260418_090118_110.png
4\cap_20260418_090124_826__mass__p0__cnn-1__X.png,4,1,False,mass,0,cap_20260418_090124_826.png
1\cap_20260418_090124_826__mass__p1__cnn-4__X.png,1,4,False,mass,1,cap_20260418_090124_826.png
0\cap_20260418_090124_826__mass__p2__cnn-0__ok.png,0,0,True,mass,2,cap_20260418_090124_826.png
5\cap_20260418_090124_826__mass__p3__cnn-5__ok.png,5,5,True,mass,3,cap_20260418_090124_826.png
4\cap_20260418_090138_606__mass__p0__cnn-dot__X.png,4,.,False,mass,0,cap_20260418_090138_606.png
1\cap_20260418_090138_606__mass__p1__cnn-dot__X.png,1,.,False,mass,1,cap_20260418_090138_606.png
0\cap_20260418_090138_606__mass__p2__cnn-dot__X.png,0,.,False,mass,2,cap_20260418_090138_606.png
5\cap_20260418_090138_606__mass__p3__cnn-dot__X.png,5,.,False,mass,3,cap_20260418_090138_606.png
4\cap_20260418_091513_560__mass__p0__cnn-1__X.png,4,1,False,mass,0,cap_20260418_091513_560.png
1\cap_20260418_091513_560__mass__p1__cnn-4__X.png,1,4,False,mass,1,cap_20260418_091513_560.png
6\cap_20260418_091513_560__mass__p2__cnn-5__X.png,6,5,False,mass,2,cap_20260418_091513_560.png
1\cap_20260418_091513_560__mass__p3__cnn-1__ok.png,1,1,True,mass,3,cap_20260418_091513_560.png
1\cap_20260418_091516_276__mass__p0__cnn-1__ok.png,1,1,True,mass,0,cap_20260418_091516_276.png
3\cap_20260418_091516_276__mass__p1__cnn-3__ok.png,3,3,True,mass,1,cap_20260418_091516_276.png
2\cap_20260418_091516_276__mass__p2__cnn-2__ok.png,2,2,True,mass,2,cap_20260418_091516_276.png
3\cap_20260418_091516_276__mass__p3__cnn-3__ok.png,3,3,True,mass,3,cap_20260418_091516_276.png
2\cap_20260418_091518_926__mass__p0__cnn-2__ok.png,2,2,True,mass,0,cap_20260418_091518_926.png
3\cap_20260418_091518_926__mass__p1__cnn-3__ok.png,3,3,True,mass,1,cap_20260418_091518_926.png
7\cap_20260418_091518_926__mass__p2__cnn-7__ok.png,7,7,True,mass,2,cap_20260418_091518_926.png
9\cap_20260418_091518_926__mass__p3__cnn-9__ok.png,9,9,True,mass,3,cap_20260418_091518_926.png
2\cap_20260418_091525_906__mass__p0__cnn-2__ok.png,2,2,True,mass,0,cap_20260418_091525_906.png
9\cap_20260418_091525_906__mass__p1__cnn-9__ok.png,9,9,True,mass,1,cap_20260418_091525_906.png
6\cap_20260418_091525_906__mass__p2__cnn-6__ok.png,6,6,True,mass,2,cap_20260418_091525_906.png
7\cap_20260418_091525_906__mass__p3__cnn-7__ok.png,7,7,True,mass,3,cap_20260418_091525_906.png
2\cap_20260418_091527_391__mass__p0__cnn-2__ok.png,2,2,True,mass,0,cap_20260418_091527_391.png
9\cap_20260418_091527_391__mass__p1__cnn-9__ok.png,9,9,True,mass,1,cap_20260418_091527_391.png
6\cap_20260418_091527_391__mass__p2__cnn-6__ok.png,6,6,True,mass,2,cap_20260418_091527_391.png
7\cap_20260418_091527_391__mass__p3__cnn-7__ok.png,7,7,True,mass,3,cap_20260418_091527_391.png
4\cap_20260418_091533_553__mass__p0__cnn-1__X.png,4,1,False,mass,0,cap_20260418_091533_553.png
1\cap_20260418_091533_553__mass__p1__cnn-4__X.png,1,4,False,mass,1,cap_20260418_091533_553.png
6\cap_20260418_091533_553__mass__p2__cnn-5__X.png,6,5,False,mass,2,cap_20260418_091533_553.png
1\cap_20260418_091533_553__mass__p3__cnn-1__ok.png,1,1,True,mass,3,cap_20260418_091533_553.png
2\cap_20260418_091541_516__mass__p0__cnn-2__ok.png,2,2,True,mass,0,cap_20260418_091541_516.png
6\cap_20260418_091541_516__mass__p1__cnn-6__ok.png,6,6,True,mass,1,cap_20260418_091541_516.png
8\cap_20260418_091541_516__mass__p2__cnn-8__ok.png,8,8,True,mass,2,cap_20260418_091541_516.png
5\cap_20260418_091541_516__mass__p3__cnn-5__ok.png,5,5,True,mass,3,cap_20260418_091541_516.png
2\cap_20260418_091641_158__mass__p0__cnn-2__ok.png,2,2,True,mass,0,cap_20260418_091641_158.png
9\cap_20260418_091641_158__mass__p1__cnn-9__ok.png,9,9,True,mass,1,cap_20260418_091641_158.png
6\cap_20260418_091641_158__mass__p2__cnn-6__ok.png,6,6,True,mass,2,cap_20260418_091641_158.png
0\cap_20260418_091641_158__mass__p3__cnn-0__ok.png,0,0,True,mass,3,cap_20260418_091641_158.png
4\cap_20260418_091641_158__resistance__p0__cnn-4__ok.png,4,4,True,resistance,0,cap_20260418_091641_158.png
7\cap_20260418_091641_158__resistance__p1__cnn-7__ok.png,7,7,True,resistance,1,cap_20260418_091641_158.png
pct\cap_20260418_091641_158__resistance__p2__cnn-pct__ok.png,%,%,True,resistance,2,cap_20260418_091641_158.png
1\cap_20260418_091641_158__instability__p0__cnn-1__ok.png,1,1,True,instability,0,cap_20260418_091641_158.png
2\cap_20260418_091641_158__instability__p1__cnn-2__ok.png,2,2,True,instability,1,cap_20260418_091641_158.png
6\cap_20260418_091641_158__instability__p2__cnn-6__ok.png,6,6,True,instability,2,cap_20260418_091641_158.png
dot\cap_20260418_091641_158__instability__p3__cnn-dot__ok.png,.,.,True,instability,3,cap_20260418_091641_158.png
0\cap_20260418_091641_158__instability__p4__cnn-0__ok.png,0,0,True,instability,4,cap_20260418_091641_158.png
2\cap_20260418_091641_158__instability__p5__cnn-2__ok.png,2,2,True,instability,5,cap_20260418_091641_158.png
2\cap_20260418_091641_731__mass__p0__cnn-2__ok.png,2,2,True,mass,0,cap_20260418_091641_731.png
9\cap_20260418_091641_731__mass__p1__cnn-9__ok.png,9,9,True,mass,1,cap_20260418_091641_731.png
